id_notizia;Titolo;Pubblicazione;Descrizione;Autore;Fonte;Link;Immagine;C_liked;C_disliked;C_shared
87;Arriva la Barbie ispirata a Jane Goodall, l’etologa inglese nota per gli studi sugli scimpanzé;2022-07-15 18:28:11;La scienziata: «Non tutte le ragazze vogliono essere star di Hollywood». Il giocattolo realizzato in plastica riciclata;Silvia Morosi;Corriere;https://www.corriere.it/animali/22_luglio_14/arriva-barbie-jane-goodall-l-etologa-inglese-nota-gli-studi-scimpanze-53336f66-0343-11ed-8009-0c35e39ec03f.shtml;https://images2.corriereobjects.it/methode_image/2022/07/14/Scienze/Foto%20Scienze%20-%20Trattate/c00710727da7a946e346e829505b68b0-kIAE-U33603359979470eE-656x492@Corriere-Web-Sezioni.jpg;0;0;0
88;Fenomeno DR 5.0: l’auto molisana è terza tra le crossover, regina del gpl. Le caratteristiche ;2022-09-06 10:42:51;La vettura assemblata a Isernia è sempre più protagonista sul mercato italiano: con le 1.540 unità immatricolate in agosto è salita ai vertici delle classifiche. Portando la Casa, insieme ai modelli Evo, a un sorprendente 2,92 per cento di quota;Maurizio Bertera;Corriere;https://www.corriere.it/motori/news/cards/fenomeno-dr-50-l-auto-molisana-terza-le-crossover-regina-gpl-caratteristiche/crescita-costante_principale.shtml;https://images2.corriereobjects.it/methode_image/2022/09/04/Motori/Foto%20Motori%20-%20Trattate/dr-5-0-2020-03_17-cf-cropped-0-84-1600-900-ku6D--656x492@Corriere-Web-Sezioni.jpg;0;0;0
89;Spider e cabrio, una passione senza tempo. Ecco dieci  leggendarie «scoperte» ;2022-09-02 13:48:38;Se ne vendono sempre meno, ma cabrio e spider regalano emozioni, viaggiando a contatto con il cielo. Una selezione di auto entrate nella storia che, non a caso, sono regolarmente super quotate alle aste;Maurizio Bertera;Corriere;https://www.corriere.it/motori/news/cards/spider-cabrio-passione-senza-tempo-ecco-dieci-leggendarie-scoperte/cabriolet-eo-spider_principale.shtml;https://images2.corriereobjects.it/methode_image/2022/08/22/Motori/Foto%20Motori%20-%20Trattate/ferrari-ke0--656x492@Corriere-Web-Sezioni.JPG;0;0;0
90;In Norvegia clienti Tesla fanno lo sciopero della fame contro Elon Musk;2022-09-06 10:43:37;Apparentemente infuriati per la scarsa qualità costruttiva, alcuni proprietari di Tesla hanno voluto in questo modo attirare l’attenzione di Elon Musk;Andrea Paoletti;Corriere;https://www.corriere.it/motori/mobilita-sostenibile/22_settembre_01/norvegia-clienti-tesla-fanno-sciopero-fame-contro-elon-musk-b702da9c-2a01-11ed-8963-d54a3aeaa2d9.shtml;https://images2.corriereobjects.it/methode_image/2022/09/01/Motori/Foto%20Motori%20-%20Trattate/FbMjxcSUEAAoSXo-khqE--656x492@Corriere-Web-Sezioni.jpg;0;0;0
91;L auto italiana più potente di sempre non è una Lamborghini e nemmeno una Ferrari. Ecco la Pininfarina Battista;2022-08-05 10:51:56;La Pininfarina Battista, hypercar realizzata a Cambiano, in Italia, è entrata da poco in produzione. Solo 150 esemplari per la super sportiva da 1900 CV, con un livello di personalizzazione estremo;Andrea Paoletti;Corriere;https://www.corriere.it/motori/news/22_agosto_04/auto-italiana-piu-potente-sempre-non-lamborghini-nemmeno-ferrari-ecco-pininfarina-battista-58260028-02cc-11ed-a0cc-ad3c68cacbae.shtml;https://images2.corriereobjects.it/methode_image/2022/07/13/Motori/Foto%20Motori%20-%20Trattate/Pininfarina-Battista-18-1200x900-kpFH--656x492@Corriere-Web-Sezioni.jpg;0;0;0
92;Gemelli da romanzo, da Plauto e noi:  il focus nell’App de «la Lettura»;2022-09-07 19:18:03;Extra digitale: la narrativa che racconta la fratellanza «doppia». Nel numero in edicola e App, due sorelle identiche protagoniste di una graphic novel;Redazione Cultura;Corriere;https://www.corriere.it/la-lettura/22_settembre_02/usa-russia-cina-tre-imperi-bivio-la-lettura-anteprima-nell-app-e277e1ac-2ad0-11ed-8fa9-879da6ca29ec.shtml;https://images2.corriereobjects.it/methode_image/2022/09/02/Cultura/Foto%20Cultura%20-%20Trattate/massimocaccia-kqCG-U3370377492129sTG-656x492@Corriere-Web-Nazionale.jpg;0;0;0
93;Morta  Mariella Mehr, poetessa ribelle della Svizzera;2022-09-06 21:06:50;Scomparsa a 74 anni l’autrice di famiglia nomade che denunciò la violenta «rieducazione» governativa;PAOLO DI STEFANO;Corriere;https://www.corriere.it/cultura/22_settembre_06/morta-mariella-mehr-poetessa-ribelle-svizzera-2f44cb3e-2e10-11ed-aea6-eaa2f969967c.shtml;https://images2.corriereobjects.it/methode_image/2022/09/06/Cultura/Foto%20Cultura%20-%20Trattate/MEHR-kV5E-U3370565324993gSB-656x492@Corriere-Web-Sezioni.jpg;0;0;0
94;Il Campiello 2022 Bernardo Zannoni: «Se non scrivo? Riparo barche»;2022-09-05 00:21:55;Il premiato più giovane di sempre (27 anni) racconta il percorso che l’ha portato al romanzo e l’amore per la scrittura. «Leggere è mettere l’anima a bollore»;MARISA FUMAGALLI;Corriere;https://www.corriere.it/cultura/22_settembre_04/campiello-2022-bernardo-zannoni-se-non-scrivo-riparo-barche-0253b7c6-2c66-11ed-a881-0468ff338f41.shtml;https://images2.corriereobjects.it/methode_image/2022/09/04/Cultura/Foto%20Cultura%20-%20Trattate/19127310-kOuG-U3370462964936ZGI-656x492@Corriere-Web-Sezioni.jpg;0;0;0
95;Casa Berto, l’«Estate» parte l’8 settembre: un motore culturale;2022-09-06 21:24:01;Torna la rassegna dedicata al narratore: incontri da giovedì 8 a domenica 11 settembre. E quest’anno ospita per la prima volta anche il premio letterario;IDA BOZZI;Corriere;https://www.corriere.it/cultura/22_settembre_06/casa-berto-l-estate-parte-l-8-settembre-motore-culturale-8343ec04-2dbd-11ed-aea6-eaa2f969967c.shtml;https://images2.corriereobjects.it/methode_image/2022/09/06/Cultura/Foto%20Cultura%20-%20Trattate/EaCBerTommaso_Pugliese-kaQD-U3370536172625GvB-656x492@Corriere-Web-Sezioni.jpeg;0;0;0
96;Ferretti Group a Cannes con uno yacht (Riva) 100% elettrico: in arrivo nel 2023;2022-09-07 16:28:24;Il gruppo Ferretti si presenta a Cannes con una flotta di 25 yacht, tra cui un modello del brand Riva full electric. L’ad Galassi: «El-Iseo sul mercato quando sarà perfetto, dopo i veri crash test»;Alessia Conzonato;Corriere;https://www.corriere.it/economia/aziende/nautica/22_settembre_07/ferretti-group-cannes-uno-yacht-riva-100percento-elettrico-arrivo-2023-f45a9332-2e7d-11ed-bf4a-00b229732663.shtml;https://images2.corriereobjects.it/methode_image/2022/09/07/Economia/Foto%20Economia%20-%20Trattate/Flotta%20FG%20CYF%202022-kh3G-U3370586454645wpD-656x492@Corriere-Web-Sezioni.jpg;0;0;0
97;La nautica rinasce dopo la pandemia: per Ferretti Group ordini pari a 1,3 miliardi;2022-09-07 16:31:03;Il primo semestre 2022 il gruppo Ferretti evidenzia ricavi pari a 534 milioni di euro (+17% sul 2021), utile a 29,9 milioni. In soli due mesi ha raccolto ordini per 300 milioni di euro;Antonio Macaluso;Corriere;https://www.corriere.it/economia/aziende/nautica/22_settembre_07/nautica-rinasce-la-pandemia-ferretti-group-ordini-pari-13-miliardi-92c210e4-2eb1-11ed-bf4a-00b229732663.shtml;https://images2.corriereobjects.it/methode_image/2022/09/07/Economia/Foto%20Economia%20-%20Trattate/ehoif-ksK-U3370605168426XKC-656x492@Corriere-Web-Sezioni.jpg;0;0;0
98;Test di Medicina, ecco perché potrebbe essere l’ultimo: i partiti che vogliono abolirlo;2022-09-07 17:53:53;Per far fronte alla carenza di personale medico, il numero chiuso per Medicina entra nel dibattito politico in vista delle elezioni: Lega e Fratelli d’Italia d’accordo sull’abolizione, Pd incerto;Alessandro Bergonzi;Corriere;https://www.corriere.it/economia/lavoro/22_settembre_07/test-medicina-ecco-perche-potrebbe-essere-l-ultimo-partiti-che-vogliono-abolirlo-94d2531e-2dc4-11ed-aea6-eaa2f969967c.shtml;https://images2.corriereobjects.it/methode_image/2022/09/06/Economia/Foto%20Economia%20-%20Trattate/15520017-kfNC-U3370538201616RjH-656x492@Corriere-Web-Sezioni.jpg;0;0;0
99;Vela, Maxi Yacht e Swan: lo spettacolo delle regate delle Rolex Cup a Porto Cervo ;2022-09-06 17:45:12;La flotta dei maxi yacht in regata sulle 35 miglia che da Porto Cervo portano alle isole di Caprera e della Maddalena;Antonio Macaluso;Corriere;https://www.corriere.it/economia/aziende/nautica/22_settembre_06/vela-maxi-yacht-swan-10-18-settembre-rolex-cup-porto-cervo-d2882334-2db8-11ed-aea6-eaa2f969967c.shtml;https://images2.corriereobjects.it/methode_image/2022/09/06/Economia/Foto%20Economia%20-%20Trattate/Clipboard-kncE-U3370535578675m6B-656x492@Corriere-Web-Sezioni.jpg;0;0;0
